Datetime,L1Hit,L3Hit,Miss,BigMiss,L1Hit2,L3Hit2,Miss2,BigMiss2,StressGT,GT
9:38:26,100,0,0,0,0,0,87.5,12.5,14.49,0
9:38:26,100,0,0,0,0,0,100,0,10.95,0
9:38:26,100,0,0,0,0,0,100,0,13.48,0
9:38:26,100,0,0,0,0,0,75,25,14.09,0
9:38:26,100,0,0,0,0,0,100,0,4.26,0
9:38:26,100,0,0,0,0,0,87.5,12.5,10.12,0
9:38:26,100,0,0,0,0,0,100,0,7.72,0
9:38:26,100,0,0,0,0,0,100,0,2.01,0
9:38:26,100,0,0,0,0,0,100,0,4.88,0
9:38:26,100,0,0,0,0,0,100,0,6.44,0
9:38:26,100,0,0,0,0,0,100,0,0.46,0
9:38:26,100,0,0,0,0,0,100,0,11.48,0
9:38:26,100,0,0,0,0,0,100,0,12.03,0
9:38:26,100,0,0,0,0,0,100,0,9.98,0
9:38:26,100,0,0,0,0,0,100,0,5.7,0
9:38:26,100,0,0,0,0,0,100,0,15.63,0
9:38:26,100,0,0,0,0,0,100,0,12.51,0
9:38:26,100,0,0,0,0,0,100,0,0.42,0
9:38:26,100,0,0,0,0,0,100,0,0.52,0
9:38:26,100,0,0,0,0,0,100,0,10.93,0
9:38:26,100,0,0,0,0,0,100,0,18.18,0
9:38:26,100,0,0,0,0,0,100,0,19.78,0
9:38:26,100,0,0,0,0,0,100,0,16.32,0
9:38:26,100,0,0,0,0,0,75,25,7.21,0
9:38:26,100,0,0,0,0,0,100,0,11.97,0
9:38:26,100,0,0,0,0,0,100,0,4.13,0
9:38:26,100,0,0,0,0,0,87.5,12.5,1.65,0
9:38:26,100,0,0,0,0,0,62.5,37.5,6.42,0
9:38:26,100,0,0,0,0,0,100,0,3.86,0
9:38:26,100,0,0,0,0,0,87.5,12.5,10.74,0
9:38:26,100,0,0,0,0,0,87.5,12.5,1.06,0
9:38:26,100,0,0,0,0,0,100,0,12.09,0
9:38:26,100,0,0,0,0,0,100,0,3.77,0
9:38:26,100,0,0,0,0,0,75,25,1.82,0
9:38:26,100,0,0,0,0,0,100,0,1.12,0
9:38:26,100,0,0,0,0,0,100,0,19.01,0
9:38:26,100,0,0,0,0,0,100,0,20,0
